[0,0,0,0,0,0,2,4,5,5,5,2,5,2,9,11,9,9,9,11,10,7,2,4,3,3,3,3,4,3,5,2,5,5,5,2,0,0,0,0],
[0,0,0,0,0,0,2,4,4,4,4,2,7,9,9,7,9,9,11,7,10,11,10,2,2,5,5,5,5,2,5,3,5,5,5,4,3,0,0,0],
[0,0,0,0,0,0,0,2,4,4,7,2,9,9,9,9,9,9,10,10,10,9,9,11,10,7,4,4,4,2,5,5,5,5,5,4,2,0,0,0],
[0,0,0,0,0,0,0,0,2,7,9,9,9,9,9,9,9,9,10,10,9,9,9,10,2,4,4,4,2,4,5,5,5,5,5,4,2,0,0,0],
[0,0,0,0,0,0,0,0,2,11,9,9,9,9,9,9,9,9,9,9,9,9,11,2,4,4,4,2,2,5,5,5,5,5,5,4,4,2,0,0],
[0,0,0,0,0,0,0,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,10,2,2,2,2,4,2,4,5,5,5,5,4,4,4,2,0,0],
[0,0,0,0,0,0,0,0,2,10,11,9,9,9,9,9,9,9,9,9,9,10,2,4,4,4,4,4,3,4,4,5,5,5,4,4,4,2,0,0],
[0,0,0,0,0,0,0,0,0,2,10,9,9,9,9,9,9,9,9,9,11,10,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,0,0],
[0,0,0,0,0,0,0,0,0,0,2,2,10,9,9,9,9,9,11,10,10,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0],
[0,0,0,0,0,0,0,0,0,3,4,5,2,2,10,10,10,10,10,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0],
[0,0,0,0,0,0,0,0,0,3,5,5,5,5,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0],
[0,0,0,0,0,0,0,0,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0],
[0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,0,0,0,0,0,0],
[0,0,0,0,0,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0],
[0,0,0,0,7,7,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0],
[0,7,7,7,2,9,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,0,0,0,0,0],
[0,2,9,9,7,9,9,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2,3,0],
[7,2,10,9,7,11,9,9,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,7,4,4,4,4,4,2,4,4,4,4,3],
[2,10,2,10,10,10,11,9,2,5,5,5,5,5,5,5,5,5,5,5,5,5,7,2,5,5,2,9,9,7,4,4,4,4,2,4,4,4,4,2],
[0,2,10,10,10,10,10,11,9,7,5,5,5,5,5,5,5,5,5,5,5,7,9,9,2,7,9,9,9,2,4,4,4,4,2,4,4,4,2,0],
[0,2,10,10,10,10,10,10,11,2,4,5,5,5,5,5,5,5,5,5,5,2,9,9,9,9,9,9,9,2,4,4,4,3,4,4,4,4,2,0],
[0,0,2,10,10,10,10,10,11,11,7,4,5,5,5,5,5,5,5,5,5,2,9,9,9,9,9,11,10,7,2,2,7,4,4,4,2,2,0,0],
[0,0,0,2,10,10,10,10,10,11,2,4,4,4,5,5,5,5,5,5,5,2,9,9,9,11,10,10,10,10,10,10,2,4,4,2,0,0,0,0],
[0,0,0,0,2,10,10,10,10,11,11,7,4,4,4,4,4,4,4,4,4,2,9,9,11,10,10,10,10,10,10,2,4,2,2,0,0,0,0,0],
[0,0,0,0,0,2,10,10,10,10,11,2,4,4,4,4,4,4,4,4,4,2,9,9,10,10,10,10,10,10,2,2,2,0,0,0,0,0,0,0],
[0,0,0,0,0,0,2,2,10,10,10,2,2,2,2,2,3,4,4,4,4,2,9,11,10,10,10,10,10,2,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,2,2,2,2,7,10,10,10,10,10,2,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
